iteration,sample_size,b2,b1,b0,b1se,b0se,b2true
1,10,NA,1.3475158739007467,0.10729352476180516,1.022288232265716,0.945825395422301,0
2,10,NA,2.258345031817002,1.3201201449491018,0.7666701213005898,1.1737804618385723,0
3,10,NA,1.4167094569929763,0.9968282938027666,0.5099021564677975,1.087198336497238,0
4,10,NA,2.428094783492879,1.0167391538217438,0.9875560809221156,1.5141596421705859,0
5,10,NA,2.089668762648776,0.6650732163388653,0.5112333888802194,1.1629962403643623,0
6,10,NA,2.4924564175535027,1.811306794224065,0.6095080812446341,1.3908849608460536,0
7,10,NA,3.198139908695175,1.0198944919148802,0.5312431511592003,1.2533879473026572,0
8,10,NA,1.668250221572988,1.6612927200713454,0.6018924468638696,1.665844532529935,0
9,10,NA,2.016846927588215,0.33078692960486494,0.42046022303861946,0.9117543359931083,0
10,10,NA,2.928705181135015,-0.5048960932436466,0.5932918173622086,1.0139171672657281,0
11,10,NA,2.8177122126047425,0.06275640053597725,0.3281231773813408,0.6851741932713611,0
12,10,NA,1.8471103904870996,2.5449596006192703,0.397918984439247,0.8282018030647644,0
13,10,NA,2.2377223312124763,-0.31798135752820766,0.8698104790322574,1.2642587389346371,0
14,10,NA,1.8218667718458494,2.330499169703363,0.6208852081290167,1.3618719897280236,0
15,10,NA,2.446257441064314,1.8664219292401292,0.7319368682460331,1.2545187616259124,0
16,10,NA,1.9739846748867038,-0.789279618107033,0.847341152053853,1.8109339956015122,0
17,10,NA,1.7889715568206925,-3.16626843720116,0.9626810953688223,1.202903714931053,0
18,10,NA,1.2232822842204742,-0.048059987621123755,0.9053564960107883,1.5806964790839568,0
19,10,NA,2.0230152647586075,1.5658818485560857,1.3519207423615918,1.429122596457021,0
20,10,NA,2.1894484310141396,0.6230420944279328,0.3852718360282733,0.9433628595446389,0
21,10,NA,1.8015435298725972,-0.5102447317439808,0.33220924363000154,0.6809473835266802,0
22,10,NA,0.5756212753386081,0.6796833655477662,0.8117952149605322,1.7183707148530838,0
23,10,NA,1.4093239005642753,0.7759096271863788,0.8674215853133486,1.3537882618060268,0
24,10,NA,2.139168615744388,0.33334541254218353,0.4521774458887611,1.0219840207853952,0
25,10,NA,2.963173382821443,0.054744122216196484,0.36718232963173036,0.8652661384993674,0
26,10,NA,2.11798803734044,0.48421123827783785,0.566908150948645,0.9544740559676348,0
27,10,NA,2.3137179883214176,2.947784878829541,0.5848625891198234,1.2766918395405897,0
28,10,NA,2.9314182387976437,0.12618786458434775,0.384289188102927,0.9884736343926244,0
29,10,NA,2.1499994724027593,1.4665754028215583,0.6128996715493249,1.0467057375696134,0
30,10,NA,1.4303113174147721,-0.08309892068002928,0.5303202984630216,0.9093002252226501,0
31,10,NA,1.2763421271148965,0.9336443806440349,0.37814583346507696,1.0647165239030736,0
32,10,NA,1.9074786122445697,-0.31981334683647833,0.483631833226931,0.9758993005958463,0
33,10,NA,2.464076183220965,-1.2729100092450978,0.6237906259898954,1.5338769741499685,0
34,10,NA,1.8121576079942066,1.9507787071286475,0.40620889755520095,1.0870318124553273,0
35,10,NA,3.0625869574785285,3.043216840101417,0.6549935849153308,0.8156982635755504,0
36,10,NA,3.369981624364639,1.9848889320997605,1.1862161849863417,1.2908422306910785,0
37,10,NA,2.246512133367024,1.9361184506188651,0.5245451748946046,1.2948757262863513,0
38,10,NA,0.2392306766720769,3.660263922158515,0.9171227294009691,1.3673001642231986,0
39,10,NA,1.3464646524240877,-0.40051295264012154,0.742922516200147,1.9002566379630077,0
40,10,NA,1.7835285462176993,0.9689375993034893,0.5286456273920243,0.9937513042697302,0
41,10,NA,2.6030807398833042,-1.4538170026141295,1.0620137956112718,1.5954314283871136,0
42,10,NA,2.08687008168151,1.6834196430297288,0.6265158060694103,0.9497530505071825,0
43,10,NA,3.0062567651357197,2.8787179560230682,0.5425883343844402,0.9342815626355141,0
44,10,NA,0.7499614357529919,2.227629904974748,0.6457785502901016,1.1384032199437506,0
45,10,NA,2.2688948035699505,0.4227661684957784,0.6145853720042184,1.490467623818695,0
